survey_id,response_id,registered,propensity,pres,sen,gov,party_reg,age,gender,hisp,race,educ,pres16,house18,county,age_bin,educ_bin
SV_3WunfJOVGncwpE1,R_279a3bUtFnIWQIg,Yes,I am likely to vote,"Donald Trump, the Republican","Thom Tillis, the Republican","Dan Forest, the Republican",Republican,29,Female,No,White,"Bachelor's degree (e.g. BA, BS)","Donald Trump, the Republican",The Republican party candidate,Northampton,18-29,bachelors
SV_3WunfJOVGncwpE1,R_3aw3F49tcJvYSQh,Yes,I am 100% certain I will vote,Some other candidate,Undecided,"Roy Cooper, the Democrat",Other,27,Male,No,White,"Master's degree (e.g. MA, MS, MEd)",Someone else,Did not vote,Mecklenburg,18-29,bachelors
SV_3WunfJOVGncwpE1,R_A6bswpESLzTinIJ,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Democratic,26,Male,Yes,White,"Master's degree (e.g. MA, MS, MEd)","Donald Trump, the Republican",The Democratic party candidate,Caswell,18-29,bachelors
SV_3WunfJOVGncwpE1,R_ZkT7hRToQBc4dGh,Yes,50/50,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Democratic,45,Male,No,White,"Bachelor's degree (e.g. BA, BS)","Hillary Clinton, the Democrat",The Democratic party candidate,Richmond,45-64,bachelors
SV_3WunfJOVGncwpE1,R_3gTNpvQpYuEC8To,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Democratic,64,Female,No,Black or African American,"Bachelor's degree (e.g. BA, BS)","Hillary Clinton, the Democrat",The Democratic party candidate,Durham,45-64,bachelors
SV_3WunfJOVGncwpE1,R_UGskWnOKw8YWZeF,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Democratic,35,Male,No,White,High school degree or equivalent (e.g. GED),"Hillary Clinton, the Democrat",The Democratic party candidate,Rowan,30-44,no_bachelors
SV_3WunfJOVGncwpE1,R_1gA8mjNTqnE5UYK,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Unaffiliated,50,Male,No,White,"Bachelor's degree (e.g. BA, BS)","Hillary Clinton, the Democrat",The Republican party candidate,Wake,45-64,bachelors
SV_3WunfJOVGncwpE1,R_1jCDQcbZA6ldyHx,Yes,I am likely to vote,Some other candidate,"Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Democratic,26,Male,No,Black or African American,"Bachelor's degree (e.g. BA, BS)",Did not vote,The Democratic party candidate,Halifax,18-29,bachelors
SV_3WunfJOVGncwpE1,R_2wAbOiXQhc3zpu1,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Thom Tillis, the Republican","Dan Forest, the Republican",Republican,37,Male,No,White,"Bachelor's degree (e.g. BA, BS)","Donald Trump, the Republican",The Democratic party candidate,Richmond,30-44,bachelors
SV_3WunfJOVGncwpE1,R_2s5Quvk2JwzMTP0,Yes,I am likely to vote,Some other candidate,Undecided,"Roy Cooper, the Democrat",Unaffiliated,22,Male,No,Black or African American,"Bachelor's degree (e.g. BA, BS)",Did not vote,The Democratic party candidate,Orange,18-29,bachelors
SV_3WunfJOVGncwpE1,R_31tuuHuGa0Y18AD,Not sure,I am 100% certain I will vote,Undecided,"Thom Tillis, the Republican",Undecided,Unaffiliated,32,Female,No,Asian,"Master's degree (e.g. MA, MS, MEd)",Did not vote,Did not vote,Wake,30-44,bachelors
SV_3WunfJOVGncwpE1,R_3izeCk4hRJjDC9U,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Democratic,27,Female,No,Black or African American,"Associate degree (e.g. AA, AS)","Hillary Clinton, the Democrat",The Democratic party candidate,Guilford,18-29,no_bachelors
SV_3WunfJOVGncwpE1,R_bPMCtyVuG0N4yD7,Yes,I will probably not vote,Undecided,Undecided,"Roy Cooper, the Democrat",Democratic,43,Male,No,White,"Master's degree (e.g. MA, MS, MEd)",Did not vote,The Republican party candidate,Mecklenburg,30-44,bachelors
SV_3WunfJOVGncwpE1,R_3PudZGuLoWIq7sz,Yes,I am 100% certain I will vote,Undecided,"Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Democratic,28,Male,No,White,"Bachelor's degree (e.g. BA, BS)","Hillary Clinton, the Democrat",The Democratic party candidate,Durham,18-29,bachelors
SV_3WunfJOVGncwpE1,R_1P2hdIFgRvUDrFk,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Democratic,63,Female,No,White,"Bachelor's degree (e.g. BA, BS)",Did not vote,Did not vote,Cumberland,45-64,bachelors
SV_3WunfJOVGncwpE1,R_3MgkzDMGAW6qIDf,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Unaffiliated,21,Male,No,White,High school degree or equivalent (e.g. GED),Did not vote,Did not vote,Cumberland,18-29,no_bachelors
SV_3WunfJOVGncwpE1,R_3CBMRkzwrgRWzw6,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Democratic,39,Male,No,Black or African American,"Some college, no degree","Hillary Clinton, the Democrat",The Democratic party candidate,Cumberland,30-44,no_bachelors
SV_3WunfJOVGncwpE1,R_DzZfNl7UkHymDUR,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Democratic,42,Male,No,American Indian or Alaska Native,"Bachelor's degree (e.g. BA, BS)","Hillary Clinton, the Democrat",The Democratic party candidate,Union,30-44,bachelors
SV_3WunfJOVGncwpE1,R_21zUmyypw29jjid,Yes,I am likely to vote,"Donald Trump, the Republican","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Democratic,27,Male,Yes,White,"Bachelor's degree (e.g. BA, BS)","Donald Trump, the Republican",The Democratic party candidate,Camden,18-29,bachelors
SV_3WunfJOVGncwpE1,R_2VvBi1CFDKBTgjb,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Democratic,28,Female,No,White,"Bachelor's degree (e.g. BA, BS)","Hillary Clinton, the Democrat",The Democratic party candidate,Davie,18-29,bachelors
SV_3WunfJOVGncwpE1,R_e2tQ0BPgeczfyKd,Yes,I am 100% certain I will vote,"Donald Trump, the Republican","Thom Tillis, the Republican","Dan Forest, the Republican",Republican,24,Male,No,White,"Master's degree (e.g. MA, MS, MEd)","Donald Trump, the Republican",The Republican party candidate,Columbus,18-29,bachelors
SV_3WunfJOVGncwpE1,R_3dEWji3P85K0R0D,Yes,I am likely to vote,"Donald Trump, the Republican",Some other candidate,"Dan Forest, the Republican",Republican,18,NA,No,White,High school degree or equivalent (e.g. GED),"Donald Trump, the Republican",The Republican party candidate,Carteret,18-29,no_bachelors
SV_3WunfJOVGncwpE1,R_3L6yZLb44EygzyW,Yes,50/50,Undecided,"Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Unaffiliated,37,Male,No,White,"Bachelor's degree (e.g. BA, BS)","Donald Trump, the Republican",The Democratic party candidate,Guilford,30-44,bachelors
SV_3WunfJOVGncwpE1,R_2zGZLDsEbp8tCxm,Yes,I am 100% certain I will vote,"Donald Trump, the Republican","Thom Tillis, the Republican","Dan Forest, the Republican",Other,64,Male,No,White,"Bachelor's degree (e.g. BA, BS)","Donald Trump, the Republican",The Republican party candidate,Alexander,45-64,bachelors
SV_3WunfJOVGncwpE1,R_1CJyhOpGWgFlOdj,Yes,I am 100% certain I will vote,Some other candidate,Some other candidate,Some other candidate,Republican,51,Male,Yes,White,"Bachelor's degree (e.g. BA, BS)",Someone else,The Democratic party candidate,Alleghany,45-64,bachelors
SV_6tbzcMgiF3B4MxD,R_6nkdmW7Ji6WrxwB,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat",Undecided,Democratic,36,Female,No,Black or African American,"Some college, no degree","Hillary Clinton, the Democrat",The Democratic party candidate,Mecklenburg,30-44,no_bachelors
SV_6tbzcMgiF3B4MxD,R_3me15fggvDxDcwr,Yes,I am likely to vote,"Joe Biden, the Democrat","Thom Tillis, the Republican","Roy Cooper, the Democrat",Unaffiliated,20,Female,No,White,"Associate degree (e.g. AA, AS)",Did not vote,Did not vote,Mecklenburg,18-29,no_bachelors
SV_6tbzcMgiF3B4MxD,R_Tke2qIImbp9JDt7,Yes,I am 100% certain I will vote,"Donald Trump, the Republican","Thom Tillis, the Republican",Undecided,Republican,26,Female,No,White,"Associate degree (e.g. AA, AS)","Donald Trump, the Republican",The Republican party candidate,Vance,18-29,no_bachelors
SV_6tbzcMgiF3B4MxD,R_1hYKXu1NAQXmFdq,Yes,I am 100% certain I will vote,Some other candidate,"Cal Cunningham, the Democrat",Undecided,Republican,30,Female,No,White,"Some college, no degree","Donald Trump, the Republican",The Republican party candidate,Onslow,30-44,no_bachelors
SV_6tbzcMgiF3B4MxD,R_bronRpMIUR0qUVP,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat",Undecided,Undecided,Unaffiliated,19,Female,No,Asian,"Some college, no degree",Did not vote,Did not vote,Wake,18-29,no_bachelors
SV_6tbzcMgiF3B4MxD,R_2SIgwjBqZcZn3Me,Yes,I am 100% certain I will vote,Undecided,Undecided,"Roy Cooper, the Democrat",Democratic,57,Female,No,White,"Associate degree (e.g. AA, AS)",Did not vote,The Republican party candidate,Buncombe,45-64,no_bachelors
SV_6tbzcMgiF3B4MxD,R_1dv15AybF6jrCCA,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Unaffiliated,38,Male,No,Black or African American,"Some college, no degree","Hillary Clinton, the Democrat",The Democratic party candidate,Wake,30-44,no_bachelors
SV_6tbzcMgiF3B4MxD,R_UbYswgDjVqiv1rX,Yes,I am 100% certain I will vote,"Donald Trump, the Republican","Thom Tillis, the Republican","Dan Forest, the Republican",Republican,20,Female,Yes,White,"Bachelor's degree (e.g. BA, BS)",Did not vote,The Republican party candidate,Iredell,18-29,bachelors
SV_6tbzcMgiF3B4MxD,R_73DfMHGInz7PO5X,Yes,I am 100% certain I will vote,Some other candidate,Some other candidate,Undecided,Democratic,38,Male,No,White,"Bachelor's degree (e.g. BA, BS)","Donald Trump, the Republican",The Democratic party candidate,Burke,30-44,bachelors
SV_6tbzcMgiF3B4MxD,R_3ls1zAlW18zvfA5,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Democratic,30,Male,No,White,"Bachelor's degree (e.g. BA, BS)",Did not vote,Did not vote,Lincoln,30-44,bachelors
SV_6tbzcMgiF3B4MxD,R_2xzuTPlK6LCE057,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Democratic,35,Male,No,White,"Bachelor's degree (e.g. BA, BS)","Donald Trump, the Republican",The Republican party candidate,Cleveland,30-44,bachelors
SV_6tbzcMgiF3B4MxD,R_yHLRF4OVT0dNf2N,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Democratic,27,Male,No,White,"Bachelor's degree (e.g. BA, BS)","Donald Trump, the Republican",The Democratic party candidate,Watauga,18-29,bachelors
SV_6tbzcMgiF3B4MxD,R_bIRr9LyKXpJxprr,Yes,I am 100% certain I will vote,"Donald Trump, the Republican","Thom Tillis, the Republican","Dan Forest, the Republican",Republican,40,Female,No,White,"Bachelor's degree (e.g. BA, BS)","Donald Trump, the Republican",The Republican party candidate,Onslow,30-44,bachelors
SV_6tbzcMgiF3B4MxD,R_1LXP5F12riboN7E,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Thom Tillis, the Republican","Dan Forest, the Republican",Republican,68,Female,Yes,White,"Bachelor's degree (e.g. BA, BS)","Donald Trump, the Republican",The Democratic party candidate,Alamance,65+,bachelors
SV_6tbzcMgiF3B4MxD,R_31AzvkI6gZLqcWg,Yes,I am 100% certain I will vote,Undecided,Undecided,Undecided,Other,27,Male,No,White,"Master's degree (e.g. MA, MS, MEd)",Someone else,Unsure / Don't remember,Mecklenburg,18-29,bachelors
SV_6tbzcMgiF3B4MxD,R_wO74AFL4fi29SCd,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Democratic,21,Male,No,Asian,"Some college, no degree","Hillary Clinton, the Democrat",The Democratic party candidate,Robeson,18-29,no_bachelors
SV_6tbzcMgiF3B4MxD,R_sOva4kOROsc1lN7,Yes,I am likely to vote,"Donald Trump, the Republican","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Democratic,47,Male,No,White,"Master's degree (e.g. MA, MS, MEd)","Hillary Clinton, the Democrat",The Democratic party candidate,Iredell,45-64,bachelors
SV_6tbzcMgiF3B4MxD,R_3CsiKxO0lYpYknv,Yes,I am likely to vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Unaffiliated,31,Female,No,White,"Associate degree (e.g. AA, AS)",Did not vote,The Democratic party candidate,Pamlico,30-44,no_bachelors
SV_6tbzcMgiF3B4MxD,R_3oQRs1v77v7Jq8s,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat",Undecided,"Roy Cooper, the Democrat",Unaffiliated,28,Female,No,White,"Master's degree (e.g. MA, MS, MEd)","Hillary Clinton, the Democrat",Unsure / Don't remember,Wake,18-29,bachelors
SV_6tbzcMgiF3B4MxD,R_3qL4vh6Lnhe0xbX,Yes,I am 100% certain I will vote,"Donald Trump, the Republican","Cal Cunningham, the Democrat","Dan Forest, the Republican",Democratic,30,Male,No,Black or African American,"Bachelor's degree (e.g. BA, BS)","Donald Trump, the Republican",The Democratic party candidate,Union,30-44,bachelors
SV_6tbzcMgiF3B4MxD,R_erqy1bf8OIwnUhH,Yes,I am 100% certain I will vote,"Donald Trump, the Republican","Thom Tillis, the Republican","Dan Forest, the Republican",Unaffiliated,49,Female,No,White,"Associate degree (e.g. AA, AS)","Donald Trump, the Republican",The Democratic party candidate,Brunswick,45-64,no_bachelors
SV_6tbzcMgiF3B4MxD,R_PLGI3wK9cTkhsUp,No,50/50,"Joe Biden, the Democrat",Some other candidate,Some other candidate,Republican,64,Female,Yes,American Indian or Alaska Native,"Bachelor's degree (e.g. BA, BS)",Someone else,Someone else,New Hanover,45-64,bachelors
SV_6tbzcMgiF3B4MxD,R_1r2N9GISIPsLy2h,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Democratic,64,Female,No,Black or African American,"Bachelor's degree (e.g. BA, BS)","Hillary Clinton, the Democrat",The Democratic party candidate,Durham,45-64,bachelors
SV_6tbzcMgiF3B4MxD,R_10usrrS7H19IpgD,Yes,I am 100% certain I will vote,"Donald Trump, the Republican","Thom Tillis, the Republican","Dan Forest, the Republican",Republican,39,Female,No,White,"Master's degree (e.g. MA, MS, MEd)","Donald Trump, the Republican",The Republican party candidate,Surry,30-44,bachelors
SV_6tbzcMgiF3B4MxD,R_5AyBBQTXTr8qPgR,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Democratic,30,Female,No,White,"Doctorate or professional degree (e.g. MD, DDS, PhD)",Did not vote,The Democratic party candidate,Wake,30-44,bachelors
SV_6tbzcMgiF3B4MxD,R_1rwEO9yirHI19gr,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Other,50,Male,No,White,"Bachelor's degree (e.g. BA, BS)","Hillary Clinton, the Democrat",The Republican party candidate,Wake,45-64,bachelors
SV_6tbzcMgiF3B4MxD,R_1lluzrTr9huAzOm,Yes,I am likely to vote,"Donald Trump, the Republican","Thom Tillis, the Republican","Dan Forest, the Republican",Republican,27,Male,Yes,White,"Bachelor's degree (e.g. BA, BS)","Donald Trump, the Republican",The Republican party candidate,Carteret,18-29,bachelors
SV_6tbzcMgiF3B4MxD,R_2ScRvge11nXPUJu,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Democratic,52,Female,No,Black or African American,"Some college, no degree","Hillary Clinton, the Democrat",The Democratic party candidate,Wake,45-64,no_bachelors
SV_6tbzcMgiF3B4MxD,R_25EqQ3yn519kyrx,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat",Undecided,Other,26,Female,No,White,"Bachelor's degree (e.g. BA, BS)","Hillary Clinton, the Democrat",The Democratic party candidate,Wake,18-29,bachelors
SV_6tbzcMgiF3B4MxD,R_3GwwJLRK3tr1KMM,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Thom Tillis, the Republican","Roy Cooper, the Democrat",Republican,60,Male,NA,White,"Bachelor's degree (e.g. BA, BS)","Donald Trump, the Republican",The Republican party candidate,Anson,45-64,bachelors
SV_6tbzcMgiF3B4MxD,R_1r2koa89mmq4iGs,Yes,50/50,Undecided,"Thom Tillis, the Republican","Roy Cooper, the Democrat",Other,30,Female,No,White,"Master's degree (e.g. MA, MS, MEd)",Someone else,Someone else,Cumberland,30-44,bachelors
SV_6tbzcMgiF3B4MxD,R_2wtsc1faqkotjEe,Yes,I am 100% certain I will vote,"Donald Trump, the Republican","Thom Tillis, the Republican","Dan Forest, the Republican",Republican,27,Female,No,White,"Bachelor's degree (e.g. BA, BS)","Donald Trump, the Republican",The Republican party candidate,Hoke,18-29,bachelors
SV_6tbzcMgiF3B4MxD,R_tLhMGlBIdHlJHwZ,Yes,I am 100% certain I will vote,"Donald Trump, the Republican",Undecided,"Dan Forest, the Republican",Republican,48,Female,No,White,"Bachelor's degree (e.g. BA, BS)","Donald Trump, the Republican",The Republican party candidate,Gaston,45-64,bachelors
SV_6tbzcMgiF3B4MxD,R_2QmIwBADSGYFsiP,Yes,I am 100% certain I will vote,"Donald Trump, the Republican","Thom Tillis, the Republican","Dan Forest, the Republican",Unaffiliated,46,Male,No,White,"Bachelor's degree (e.g. BA, BS)","Donald Trump, the Republican",The Republican party candidate,Jackson,45-64,bachelors
SV_6tbzcMgiF3B4MxD,R_1QbeRRI1LGYkuV3,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Democratic,63,Female,No,White,"Bachelor's degree (e.g. BA, BS)",Did not vote,Did not vote,Cumberland,45-64,bachelors
SV_6tbzcMgiF3B4MxD,R_OjpPGdPDJrI4xNf,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat",Undecided,"Roy Cooper, the Democrat",Republican,27,Male,No,White,"Bachelor's degree (e.g. BA, BS)","Donald Trump, the Republican",The Republican party candidate,Mecklenburg,18-29,bachelors
SV_6tbzcMgiF3B4MxD,R_302ngDRlX3AHNOb,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Democratic,54,Female,No,Black or African American,"Bachelor's degree (e.g. BA, BS)","Hillary Clinton, the Democrat",The Democratic party candidate,Franklin,45-64,bachelors
SV_6tbzcMgiF3B4MxD,R_sh4lKK25DDLNoGt,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Democratic,35,Female,No,White,"Bachelor's degree (e.g. BA, BS)","Hillary Clinton, the Democrat",The Democratic party candidate,Buncombe,30-44,bachelors
SV_6tbzcMgiF3B4MxD,R_3QDzG4RMFqdlNUm,Yes,I am 100% certain I will vote,"Donald Trump, the Republican","Thom Tillis, the Republican","Dan Forest, the Republican",Republican,19,Male,No,White,"Some college, no degree",Did not vote,Did not vote,Haywood,18-29,no_bachelors
SV_6tbzcMgiF3B4MxD,R_2YlamMi6WGXtoID,Yes,I am 100% certain I will vote,Some other candidate,Undecided,"Dan Forest, the Republican",Democratic,41,Male,No,White,"Bachelor's degree (e.g. BA, BS)",Someone else,Someone else,Davie,30-44,bachelors
SV_6tbzcMgiF3B4MxD,R_1EgmvWifgHwE0Y9,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Unaffiliated,34,Male,No,White,"Bachelor's degree (e.g. BA, BS)","Hillary Clinton, the Democrat",The Democratic party candidate,Orange,30-44,bachelors
SV_6tbzcMgiF3B4MxD,R_25EMjMUJ4oTXNF2,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Democratic,24,Female,No,White,"Bachelor's degree (e.g. BA, BS)","Hillary Clinton, the Democrat",The Democratic party candidate,Durham,18-29,bachelors
SV_6tbzcMgiF3B4MxD,R_1GkMC7S0ifdJRHH,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat",Undecided,"Roy Cooper, the Democrat",Republican,32,Male,No,White,"Bachelor's degree (e.g. BA, BS)","Hillary Clinton, the Democrat",Did not vote,Buncombe,30-44,bachelors
SV_6tbzcMgiF3B4MxD,R_1FerTcwyDV14ZLf,Yes,I am 100% certain I will vote,"Donald Trump, the Republican","Thom Tillis, the Republican","Dan Forest, the Republican",Republican,26,Female,No,White,"Some college, no degree","Donald Trump, the Republican",The Republican party candidate,Washington,18-29,no_bachelors
SV_6tbzcMgiF3B4MxD,R_3k5kWzDU0z0pFAk,Yes,I am 100% certain I will vote,"Donald Trump, the Republican","Thom Tillis, the Republican","Dan Forest, the Republican",Democratic,62,Female,No,Black or African American,"Bachelor's degree (e.g. BA, BS)","Donald Trump, the Republican",The Republican party candidate,Northampton,45-64,bachelors
SV_6tbzcMgiF3B4MxD,R_325TNhVoVHfV6xO,Yes,I am 100% certain I will vote,"Donald Trump, the Republican","Thom Tillis, the Republican","Dan Forest, the Republican",Republican,28,Male,No,White,"Bachelor's degree (e.g. BA, BS)","Donald Trump, the Republican",The Republican party candidate,Washington,18-29,bachelors
SV_6tbzcMgiF3B4MxD,R_3CBdS4PsgUinBbl,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Democratic,33,Male,No,White,"Some college, no degree","Hillary Clinton, the Democrat",The Democratic party candidate,Stanly,30-44,no_bachelors
SV_6tbzcMgiF3B4MxD,R_25ut4QRnbUcnWPN,Yes,I am likely to vote,"Joe Biden, the Democrat",Undecided,"Roy Cooper, the Democrat",Unaffiliated,34,Male,No,Black or African American,"Bachelor's degree (e.g. BA, BS)","Hillary Clinton, the Democrat",The Democratic party candidate,Onslow,30-44,bachelors
SV_6tbzcMgiF3B4MxD,R_1Ib0XS6zJYFOavb,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Democratic,55,Female,No,White,"Bachelor's degree (e.g. BA, BS)","Hillary Clinton, the Democrat",The Democratic party candidate,Durham,45-64,bachelors
SV_6tbzcMgiF3B4MxD,R_2Yn74LmOAZWjTY8,Yes,I am 100% certain I will vote,"Donald Trump, the Republican","Thom Tillis, the Republican","Dan Forest, the Republican",Republican,58,Female,No,American Indian or Alaska Native,"Associate degree (e.g. AA, AS)","Donald Trump, the Republican",The Republican party candidate,Cumberland,45-64,no_bachelors
SV_6tbzcMgiF3B4MxD,R_31ZBC4qZqrIGci6,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Democratic,47,Female,No,Black or African American,"Master's degree (e.g. MA, MS, MEd)","Hillary Clinton, the Democrat",The Democratic party candidate,Vance,45-64,bachelors
SV_6tbzcMgiF3B4MxD,R_247PkX52KRJ64j5,Yes,I am 100% certain I will vote,"Donald Trump, the Republican","Thom Tillis, the Republican","Dan Forest, the Republican",Unaffiliated,64,Female,No,White,"Associate degree (e.g. AA, AS)","Donald Trump, the Republican",The Republican party candidate,Beaufort,45-64,no_bachelors
SV_6tbzcMgiF3B4MxD,R_2TY55XTgK4qLaH1,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Unaffiliated,66,Female,No,White,"Associate degree (e.g. AA, AS)",Did not vote,Unsure / Don't remember,Sampson,65+,no_bachelors
SV_6tbzcMgiF3B4MxD,R_2wB1KmyWA8YHSL0,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Democratic,38,Male,No,White,"Some college, no degree","Hillary Clinton, the Democrat",The Democratic party candidate,Wilkes,30-44,no_bachelors
SV_6tbzcMgiF3B4MxD,R_26kAoq5oxjfFd47,Yes,I am 100% certain I will vote,"Donald Trump, the Republican","Thom Tillis, the Republican","Dan Forest, the Republican",Republican,31,Male,No,White,"Bachelor's degree (e.g. BA, BS)","Donald Trump, the Republican",The Republican party candidate,Wilkes,30-44,bachelors
SV_6tbzcMgiF3B4MxD,R_025oj9qPdWyBCGR,Yes,I am 100% certain I will vote,"Donald Trump, the Republican","Thom Tillis, the Republican","Dan Forest, the Republican",Unaffiliated,26,Female,No,White,High school degree or equivalent (e.g. GED),Did not vote,Did not vote,Union,18-29,no_bachelors
SV_6tbzcMgiF3B4MxD,R_2rCMKbFhp6NPcQN,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Democratic,29,Female,No,Asian,"Master's degree (e.g. MA, MS, MEd)","Hillary Clinton, the Democrat",The Democratic party candidate,Durham,18-29,bachelors
SV_6tbzcMgiF3B4MxD,R_3ltxPGH3Nanx4xV,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Democratic,43,Female,No,White,"Bachelor's degree (e.g. BA, BS)","Hillary Clinton, the Democrat",The Democratic party candidate,Wake,30-44,bachelors
SV_6tbzcMgiF3B4MxD,R_O42zi4PPBDt71gl,Yes,I am likely to vote,Some other candidate,Some other candidate,Some other candidate,Republican,65,Female,No,White,"Some college, no degree",Someone else,Unsure / Don't remember,Carteret,65+,no_bachelors
SV_6tbzcMgiF3B4MxD,R_3pmUewSgiyMO8Gi,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Democratic,57,Female,No,White,"Doctorate or professional degree (e.g. MD, DDS, PhD)","Hillary Clinton, the Democrat",The Democratic party candidate,Orange,45-64,bachelors
SV_6tbzcMgiF3B4MxD,R_1Hjn6AYKRlmAhxC,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Unaffiliated,22,Female,No,White,"Master's degree (e.g. MA, MS, MEd)","Donald Trump, the Republican",Unsure / Don't remember,Wake,18-29,bachelors
SV_6tbzcMgiF3B4MxD,R_322Vhz0zQdtfaIu,Yes,I am 100% certain I will vote,"Joe Biden, the Democrat","Cal Cunningham, the Democrat","Roy Cooper, the Democrat",Democratic,56,Female,No,Black or African American,"Some college, no degree","Hillary Clinton, the Democrat",The Democratic party candidate,Cumberland,45-64,no_bachelors
SV_6tbzcMgiF3B4MxD,R_2qF7fpbaVrS2YER,Yes,I will probably not vote,Undecided,Undecided,"Roy Cooper, the Democrat",Democratic,47,Female,No,White,"Bachelor's degree (e.g. BA, BS)","Hillary Clinton, the Democrat",Did not vote,Orange,45-64,bachelors
